,Car_Model,Configuration,Type,Discounted_Price,Location
462,2017 Hyundai Grand i10,"57,176 KM
1ST OWNER
PETROL
KA-03",ASTA 1.2 KAPPA VTVTManual,"₹5,48,000
₹6,02,000","Horamavu Agara Road, Bengaluru"
463,2015 Maruti Wagon R 1.0,"70,067 KM
2ND OWNER
PETROL
KA-13",VXIManual,"₹3,68,000
₹3,83,000","Bellahalli, Bengaluru"
464,2015 Maruti Celerio,"99,579 KM
2ND OWNER
PETROL
KA-04",ZXI AMTAutomatic,"₹3,97,000
₹4,69,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
465,2017 Honda Jazz,"28,117 KM
2ND OWNER
PETROL
KA-02",1.2L I-VTEC V ATAutomatic,"₹6,90,000
₹7,51,000","Bellahalli, Bengaluru"
466,2016 Hyundai Elite i20,"46,431 KM
1ST OWNER
PETROL
KA-51",ASTA 1.2Manual,"₹7,02,300
₹7,35,000","Horamavu Agara Road, Bengaluru"
467,2020 Datsun Redi Go,"4,512 KM
1ST OWNER
PETROL
KA-01",T(O) 1.0 AMTAutomatic,"₹5,21,000","Hosur Road, Singasandra, Bengaluru"
468,2014 Maruti Alto 800,"29,281 KM
1ST OWNER
PETROL
KA-05",LXIManual,"₹2,80,000
₹3,27,000","Hosur Road, Singasandra, Bengaluru"
469,2017 Maruti Baleno,"49,174 KM
1ST OWNER
PETROL
KA-03",ZETA PETROL 1.2Manual,"₹6,95,000
₹7,14,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
470,2017 Hyundai Elite i20,"43,083 KM
1ST OWNER
PETROL
KA-01",SPORTZ 1.2Manual,"₹6,16,000
₹7,07,000","Bellahalli, Bengaluru"
471,2017 Hyundai Grand i10,"33,623 KM
2ND OWNER
PETROL
KA-04",SPORTZ (O) 1.2 KAPPA VTVTManual,"₹5,11,000
₹5,62,000","Bellahalli, Bengaluru"
472,2020 Maruti Baleno,"15,123 KM
1ST OWNER
PETROL
KA-03",ZETA CVT PETROL 1.2Automatic,"₹8,17,000
₹8,36,000","Bellahalli, Bengaluru"
473,2021 Renault Kwid,"71,306 KM
1ST OWNER
PETROL
KA-02",RXT 1.0 (O)Manual,"₹4,50,000
₹4,86,000","Bellahalli, Bengaluru"
474,2013 Maruti Swift,"57,770 KM
1ST OWNER
PETROL
KA-05",ZXIManual,"₹4,92,000
₹5,49,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
475,2019 Maruti Swift,"70,314 KM
1ST OWNER
PETROL
KA-05",VXI AMTAutomatic,"₹6,25,000
₹6,98,000","Bellahalli, Bengaluru"
476,2021 Renault Kiger,"7,598 KM
1ST OWNER
PETROL
KA-03",RXZ TURBO CVTAutomatic,"₹9,66,000
₹11,10,000","Hosur Road, Singasandra, Bengaluru"
477,2017 Hyundai Elite i20,"62,621 KM
1ST OWNER
PETROL
KA-01",SPORTZ 1.2Manual,"₹6,62,000
₹7,01,000","Horamavu Agara Road, Bengaluru"
478,2015 Maruti Swift,"84,877 KM
1ST OWNER
DIESEL
KA-01",VDI ABSManual,"₹6,16,000
₹6,36,000","Bellahalli, Bengaluru"
479,2021 Renault Kwid,"26,755 KM
1ST OWNER
PETROL
KA-19",RXT 1.0 AMT (O)Automatic,"₹5,33,000
₹5,64,000","Horamavu Agara Road, Bengaluru"
480,2017 Honda Jazz,"50,359 KM
1ST OWNER
PETROL
KA-04",1.2L I-VTEC V ATAutomatic,"₹6,08,000
₹7,09,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
481,2014 Maruti Alto 800,"37,510 KM
1ST OWNER
PETROL
KA-05",LXIManual,"₹3,03,000
₹3,24,000","Hosur Road, Singasandra, Bengaluru"
482,2021 Renault Kiger,"21,929 KM
2ND OWNER
PETROL
KA-51",RXZ CVT 1.0 TURBO DUAL TONEAutomatic,"₹8,95,000
₹11,77,000","Hosur Road, Singasandra, Bengaluru"
483,2017 Hyundai Elite i20,"64,235 KM
2ND OWNER
PETROL
KA-53",ASTA 1.2Manual,"₹6,15,000
₹7,18,000","Bellahalli, Bengaluru"
484,2017 Hyundai Grand i10,"11,268 KM
2ND OWNER
PETROL
KA-53",ASTA 1.2 KAPPA VTVTManual,"₹6,32,000
₹6,68,000",Sonnappanahalli
485,2015 Hyundai i20 Active,"68,152 KM
1ST OWNER
DIESEL
KA-51",1.4 SXManual,"₹6,93,000
₹7,22,000","Horamavu Agara Road, Bengaluru"
486,2016 Hyundai Elite i20,"58,715 KM
1ST OWNER
PETROL
KA-51",ASTA 1.2Manual,"₹6,85,000
₹7,18,000","Bellahalli, Bengaluru"
487,2018 Maruti Swift,"28,548 KM
1ST OWNER
PETROL
KA-01",VXIManual,"₹6,76,000
₹6,88,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
488,2020 Maruti Swift,"64,086 KM
1ST OWNER
PETROL
KA-04",VXI AMTAutomatic,"₹7,05,000","Horamavu Agara Road, Bengaluru"
489,2015 Hyundai i10,"76,938 KM
1ST OWNER
PETROL
KA-01",SPORTZ 1.1Manual,"₹3,88,000
₹4,23,000","Hosur Road, Singasandra, Bengaluru"
490,2018 Hyundai Grand i10,"34,780 KM
2ND OWNER
PETROL
KA-04",MAGNA 1.2 KAPPA VTVTManual,"₹4,96,000
₹5,53,000","Bellahalli, Bengaluru"
491,2016 Honda Jazz,"60,223 KM
2ND OWNER
PETROL
KA-03",1.2L I-VTEC S ATAutomatic,"₹5,52,300
₹6,23,000","Hosur Road, Singasandra, Bengaluru"
492,2016 Maruti Baleno,"39,959 KM
1ST OWNER
PETROL
KA-01",ZETA PETROL 1.2Manual,"₹6,94,000
₹7,14,000","GT World Mall, Bengaluru"
493,2013 Maruti Alto 800,"48,444 KM
1ST OWNER
PETROL
KA-36",VXIManual,"₹2,64,000
₹3,00,000","Bellahalli, Bengaluru"
494,2020 Hyundai GRAND I10 NIOS,"32,093 KM
1ST OWNER
PETROL
KA-03",SPORTZ AMT 1.2 KAPPA VTVTAutomatic,"₹7,16,000
₹7,65,000","Hosur Road, Singasandra, Bengaluru"
495,2010 Maruti Alto K10,"54,671 KM
1ST OWNER
PETROL
KA-03",VXIManual,"₹2,28,200","Bellahalli, Bengaluru"
496,2015 Maruti Celerio,"33,279 KM
1ST OWNER
PETROL
KA-05",VXI AMTAutomatic,"₹4,60,000
₹4,84,000","GT World Mall, Bengaluru"
497,2018 Hyundai Grand i10,"53,576 KM
1ST OWNER
PETROL
KA-01",SPORTZ AT 1.2 KAPPA VTVTAutomatic,"₹5,94,000
₹6,80,000","Horamavu Agara Road, Bengaluru"
498,2017 Hyundai Grand i10,"35,886 KM
1ST OWNER
PETROL
KA-51",SPORTZ (O) 1.2 KAPPA VTVTManual,"₹5,41,000
₹5,85,000","Hosur Road, Singasandra, Bengaluru"
499,2016 Maruti Celerio,"66,596 KM
1ST OWNER
PETROL
KA-05",VXI AMT (O)Automatic,"₹4,50,000
₹4,86,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
500,2010 Maruti Alto K10,"41,987 KM
1ST OWNER
PETROL
KA-25",VXIManual,"₹2,28,650
₹2,41,000","Bellahalli, Bengaluru"
501,2016 Honda Brio,"65,453 KM
1ST OWNER
PETROL
KA-01",S MTManual,"₹4,24,000
₹4,85,000","Bellahalli, Bengaluru"
502,2015 Honda Brio,"96,198 KM
1ST OWNER
PETROL
KA-04",S MTManual,"₹3,59,000
₹4,49,000","Horamavu Agara Road, Bengaluru"
503,2012 Maruti Swift,"98,752 KM
2ND OWNER
DIESEL
KA-04",VDIManual,"₹4,62,000
₹4,80,000","Bellahalli, Bengaluru"
504,2016 Maruti Baleno,"36,184 KM
2ND OWNER
PETROL
KA-53",ZETA PETROL 1.2Manual,"₹7,14,000","Hosur Road, Singasandra, Bengaluru"
505,2012 Honda Brio,"90,802 KM
1ST OWNER
PETROL
KA-25",S MTManual,"₹3,45,000
₹3,81,000","Bellahalli, Bengaluru"
506,2014 Hyundai Grand i10,"1,05,850 KM
2ND OWNER
CNG
KA-53",ASTA AT 1.2 KAPPA VTVTAutomatic,"₹4,06,000
₹4,37,000","GT World Mall, Bengaluru"
507,2016 Maruti Alto 800,"28,925 KM
2ND OWNER
PETROL
KA-04",VXIManual,"₹3,15,000
₹3,55,000","Bellahalli, Bengaluru"
508,2017 Hyundai Grand i10,"21,220 KM
1ST OWNER
PETROL
KA-01",SPORTZ 1.2 KAPPA VTVTManual,"₹5,27,000
₹5,67,000","Bellahalli, Bengaluru"
509,2012 Hyundai i10,"63,206 KM
1ST OWNER
PETROL
KA-53",SPORTZ 1.2Manual,"₹3,41,000
₹3,63,000",Sonnappanahalli
510,2018 Honda Brio,"43,457 KM
1ST OWNER
PETROL
KA-03",S MTManual,"₹5,05,000
₹5,26,000","Bellahalli, Bengaluru"
511,2017 Maruti Baleno,"63,359 KM
2ND OWNER
PETROL
KA-01",ZETA PETROL 1.2Manual,"₹6,55,000
₹7,11,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
512,2017 Maruti Swift,"42,809 KM
1ST OWNER
PETROL
KA-05",ZXIManual,"₹6,68,000
₹6,76,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
513,2018 Hyundai Grand i10,"15,147 KM
1ST OWNER
PETROL
KA-01",SPORTZ 1.2 KAPPA VTVTManual,"₹6,03,000
₹6,27,000","Hosur Road, Singasandra, Bengaluru"
514,2018 Maruti Swift,"26,007 KM
1ST OWNER
PETROL
KA-68",VXI AMTAutomatic,"₹6,63,000
₹7,05,000","Bellahalli, Bengaluru"
515,2021 Maruti Swift,"13,058 KM
1ST OWNER
PETROL
KA-04",VXIManual,"₹7,67,000
₹7,81,000","GT World Mall, Bengaluru"
516,2021 Renault Kwid,"18,707 KM
1ST OWNER
PETROL
KA-55",RXT 1.0 AMT (O)Automatic,"₹5,19,000
₹5,63,000","Bellahalli, Bengaluru"
517,2016 Tata Tiago,"40,150 KM
1ST OWNER
PETROL
KA-05",XZ PETROLManual,"₹4,97,000
₹5,43,000","Bellahalli, Bengaluru"
518,2017 Maruti Alto 800,"47,619 KM
2ND OWNER
PETROL
KA-03",LXIManual,"₹3,28,000
₹3,46,000","Bellahalli, Bengaluru"
519,2018 Maruti Celerio,"37,270 KM
2ND OWNER
PETROL
KA-40",ZXI (O)Manual,"₹5,11,250
₹5,44,000","GT World Mall, Bengaluru"
520,2019 Hyundai NEW SANTRO,"25,607 KM
1ST OWNER
PETROL
KA-53",SPORTZ MTManual,"₹5,27,000
₹5,72,000","Bellahalli, Bengaluru"
521,2016 Honda Jazz,"90,773 KM
2ND OWNER
PETROL
KA-05",1.2L I-VTEC VManual,"₹5,55,000
₹6,13,000","GT World Mall, Bengaluru"
522,2017 Hyundai Grand i10,"23,513 KM
2ND OWNER
PETROL
KA-02",SPORTZ (O) 1.2 KAPPA VTVTManual,"₹5,30,000
₹5,82,000","Bellahalli, Bengaluru"
523,2017 Maruti Baleno,"39,481 KM
2ND OWNER
PETROL
KA-03",DELTA CVT PETROL 1.2Automatic,"₹7,22,000
₹7,58,000","Bellahalli, Bengaluru"
524,2019 Maruti S PRESSO,"51,395 KM
1ST OWNER
PETROL
KA-42",VXI+Manual,"₹4,26,000
₹5,03,000","Bellahalli, Bengaluru"
525,2017 Honda Jazz,"40,073 KM
2ND OWNER
PETROL
KA-03",1.2L I-VTEC VManual,"₹6,15,000
₹7,26,000","Bellahalli, Bengaluru"
526,2017 Maruti Baleno,"55,127 KM
1ST OWNER
PETROL
KA-03",DELTA CVT PETROL 1.2Automatic,"₹6,50,000
₹6,76,000","Hosur Road, Singasandra, Bengaluru"
527,2019 Maruti Baleno,"34,526 KM
1ST OWNER
PETROL
KA-06",ZETA PETROL 1.2Manual,"₹7,64,000
₹8,16,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
528,2016 Maruti Baleno,"50,318 KM
1ST OWNER
PETROL
KA-05",DELTA PETROL 1.2Manual,"₹6,12,000
₹6,41,000","Bellahalli, Bengaluru"
529,2014 Maruti Swift,"68,306 KM
1ST OWNER
PETROL
KA-03",VXIManual,"₹4,71,000
₹5,40,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
530,2021 Maruti Baleno,"6,930 KM
1ST OWNER
PETROL
KA-53",ZETA CVT PETROL 1.2Automatic,"₹8,85,000
₹8,96,000","Bellahalli, Bengaluru"
531,2016 Maruti Baleno,"44,253 KM
2ND OWNER
PETROL
KA-53",ZETA PETROL 1.2Manual,"₹6,21,000
₹6,98,000","Bellahalli, Bengaluru"
532,2017 Maruti Wagon R 1.0,"58,659 KM
1ST OWNER
PETROL
KA-52",VXIManual,"₹4,57,000
₹4,63,000","Horamavu Agara Road, Bengaluru"
533,2017 Honda Jazz,"70,602 KM
1ST OWNER
PETROL
KA-02",1.2 V ATAutomatic,"₹6,19,000
₹7,07,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
534,2019 Hyundai NEW SANTRO,"31,158 KM
1ST OWNER
PETROL
KA-02",SPORTZ AMTAutomatic,"₹5,61,000
₹5,93,000","Horamavu Agara Road, Bengaluru"
535,2015 Maruti Swift,"76,485 KM
1ST OWNER
PETROL
KA-53",VXIManual,"₹5,17,000
₹5,77,000","Bellahalli, Bengaluru"
536,2017 Maruti Celerio,"34,801 KM
1ST OWNER
PETROL
KA-05",ZXI AMT (O)Automatic,"₹5,17,000
₹5,66,000","Horamavu Agara Road, Bengaluru"
537,2013 Hyundai i20,"40,344 KM
1ST OWNER
PETROL
KA-03",ASTA 1.2Manual,"₹4,79,000
₹5,06,000",Sonnappanahalli
538,2019 Hyundai i20 Active,"15,347 KM
1ST OWNER
PETROL
KA-03",1.2 SXManual,"₹8,20,000","GT World Mall, Bengaluru"
539,2021 Maruti Swift,"29,905 KM
1ST OWNER
PETROL
KA-59",VXIManual,"₹7,30,000
₹7,58,000","Bellahalli, Bengaluru"
540,2018 Hyundai Grand i10,"34,090 KM
1ST OWNER
PETROL
KA-01",SPORTZ 1.2 KAPPA VTVTManual,"₹5,69,000
₹6,13,000","Bellahalli, Bengaluru"
541,2021 Maruti Swift,"14,089 KM
1ST OWNER
PETROL
KA-02",VXIManual,"₹7,37,000
₹7,85,000","Bellahalli, Bengaluru"
542,2017 Honda Jazz,"69,054 KM
1ST OWNER
PETROL
KA-05",1.2L I-VTEC V ATAutomatic,"₹6,16,000
₹7,05,000","Horamavu Agara Road, Bengaluru"
543,2017 Maruti Alto K10,"29,094 KM
1ST OWNER
PETROL
KA-09",VXIManual,"₹3,69,000
₹4,11,000","Horamavu Agara Road, Bengaluru"
544,2018 Maruti Celerio,"32,112 KM
2ND OWNER
PETROL
KA-04",ZXIManual,"₹4,91,000
₹5,27,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
545,2017 Maruti Baleno,"26,031 KM
1ST OWNER
PETROL
KA-03",ZETA PETROL 1.2Manual,"₹7,14,000","Bellahalli, Bengaluru"
546,2015 Honda Jazz,"74,342 KM
2ND OWNER
PETROL
KA-03",1.2L I-VTEC V ATAutomatic,"₹5,65,000
₹6,03,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
547,2015 Maruti Swift,"68,656 KM
1ST OWNER
PETROL
KA-53",VXIManual,"₹5,39,000
₹5,99,000","Hosur Road, Singasandra, Bengaluru"
548,2018 Honda Jazz,"71,165 KM
2ND OWNER
PETROL
KA-04",1.2L I-VTEC VX CVTAutomatic,"₹6,04,000
₹6,90,000","Horamavu Agara Road, Bengaluru"
549,2015 Hyundai Grand i10,"50,516 KM
1ST OWNER
PETROL
KA-03",SPORTZ 1.2 KAPPA VTVTManual,"₹4,69,000
₹5,30,000","Hosur Road, Singasandra, Bengaluru"
550,2021 Maruti Swift,"11,945 KM
1ST OWNER
PETROL
KA-53",VXI AMTAutomatic,"₹7,79,000
₹7,91,000",Sonnappanahalli
551,2014 Maruti Swift,"56,661 KM
1ST OWNER
PETROL
KA-05",VXIManual,"₹5,15,000","Horamavu Agara Road, Bengaluru"
552,2017 Maruti Celerio,"22,479 KM
2ND OWNER
PETROL
KA-05",ZXI AMT (O)Automatic,"₹5,48,000
₹5,81,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
553,2018 Hyundai Grand i10,"36,977 KM
2ND OWNER
PETROL
KA-05",SPORTZ 1.2 KAPPA VTVTManual,"₹5,48,000
₹5,86,000","Hosur Road, Singasandra, Bengaluru"
554,2015 Hyundai Grand i10,"50,510 KM
3RD OWNER
PETROL
KA-04",SPORTZ 1.2 KAPPA VTVTManual,"₹4,31,000
₹4,75,000","Bellahalli, Bengaluru"
555,2013 Hyundai Grand i10,"81,805 KM
2ND OWNER
DIESEL
KA-04",MAGNA 1.1 CRDIManual,"₹4,18,000
₹4,37,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
556,2015 Maruti Celerio,"18,294 KM
1ST OWNER
PETROL
KA-03",VXI AMTAutomatic,"₹4,73,000
₹4,98,000","Horamavu Agara Road, Bengaluru"
557,2018 Hyundai NEW SANTRO,"47,418 KM
1ST OWNER
PETROL
KA-41",ASTA MTManual,"₹5,67,000
₹5,89,000","Bellahalli, Bengaluru"
558,2016 Maruti Celerio,"25,414 KM
1ST OWNER
PETROL
KA-53",ZXI AMTAutomatic,"₹5,24,000
₹5,41,000","Bellahalli, Bengaluru"
559,2020 Maruti S PRESSO,"3,803 KM
2ND OWNER
PETROL
KA-01",VXI PLUS AMTAutomatic,"₹5,18,000
₹5,60,000","Bellahalli, Bengaluru"
560,2022 Maruti S PRESSO,"17,888 KM
1ST OWNER
PETROL
KA-15",VXI PLUSManual,"₹5,13,000
₹6,05,000","Bellahalli, Bengaluru"
561,2021 Renault Kiger,"14,463 KM
1ST OWNER
PETROL
KA-03",RXZ 1.0 MTManual,"₹9,03,000","Bellahalli, Bengaluru"
562,2021 Hyundai NEW I20,"19,053 KM
1ST OWNER
PETROL
KA-53",ASTA 1.0 GDI TURBO DCTAutomatic,"₹10,30,000
₹10,56,000",Sonnappanahalli
563,2015 Hyundai Elite i20,"43,371 KM
2ND OWNER
PETROL
KA-05",ASTA 1.2Manual,"₹6,13,000
₹6,52,000","Bellahalli, Bengaluru"
564,2017 Maruti Swift,"64,917 KM
2ND OWNER
PETROL
KA-02",VXI OManual,"₹6,16,000","Bellahalli, Bengaluru"
565,2013 Hyundai i10,"47,333 KM
1ST OWNER
PETROL
KA-04",ERA 1.1Manual,"₹3,38,000
₹3,53,000",Sonnappanahalli
566,2015 Hyundai Elite i20,"38,510 KM
1ST OWNER
PETROL
KA-53",ASTA 1.2Manual,"₹6,60,000
₹6,79,000","Hosur Road, Singasandra, Bengaluru"
567,2012 Honda Brio,"64,655 KM
1ST OWNER
PETROL
KA-05",S MTManual,"₹3,38,000
₹3,76,000","Bellahalli, Bengaluru"
568,2017 Maruti Alto 800,"48,871 KM
1ST OWNER
PETROL
KA-05",LXIManual,"₹3,07,000
₹3,34,000","Bellahalli, Bengaluru"
569,2016 Maruti Baleno,"40,623 KM
1ST OWNER
PETROL
KA-05",ZETA PETROL 1.2Manual,"₹6,75,000
₹7,10,000","Bellahalli, Bengaluru"
570,2018 Maruti Swift,"49,578 KM
1ST OWNER
PETROL
KA-41",VXI AMTAutomatic,"₹6,73,800
₹7,05,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
571,2010 Maruti Wagon R 1.0,"1,03,549 KM
2ND OWNER
PETROL
KA-03",VXIManual,"₹2,69,000
₹2,93,000","Bellahalli, Bengaluru"
572,2015 Honda Brio,"65,394 KM
1ST OWNER
PETROL
KA-03",S MTManual,"₹3,89,000
₹4,80,000","Hosur Road, Singasandra, Bengaluru"
573,2021 Renault Kiger,"48,938 KM
2ND OWNER
PETROL
KA-03",RXZ TURBO CVTAutomatic,"₹9,31,000
₹10,34,000","Bellahalli, Bengaluru"
574,2019 Maruti Baleno,"30,270 KM
1ST OWNER
PETROL
KA-04",ALPHA CVT PETROL 1.2Automatic,"₹8,03,000
₹8,45,000","Bellahalli, Bengaluru"
575,2017 Hyundai Elite i20,"77,593 KM
1ST OWNER
PETROL
KA-20",SPORTZ 1.2Manual,"₹6,29,000
₹6,81,000","GT World Mall, Bengaluru"
576,2012 Maruti Swift,"78,622 KM
2ND OWNER
PETROL
KA-05",VXIManual,"₹4,44,000
₹4,77,000",Sonnappanahalli
577,2017 Hyundai Grand i10,"62,803 KM
2ND OWNER
PETROL
KA-05",SPORTZ (O) AT 1.2 KAPPA VTVTAutomatic,"₹5,69,000
₹6,26,000","Bellahalli, Bengaluru"
578,2015 Maruti Celerio,"44,385 KM
1ST OWNER
PETROL
KA-01",VXIManual,"₹4,33,000
₹4,56,000",Sonnappanahalli
579,2015 Maruti Celerio,"42,137 KM
1ST OWNER
PETROL
KA-25",VXI AMTAutomatic,"₹4,22,000
₹4,51,000","Bellahalli, Bengaluru"
580,2020 Maruti Celerio,"36,085 KM
2ND OWNER
PETROL
KA-51",ZXI (O)Manual,"₹5,32,000
₹5,58,000","Bellahalli, Bengaluru"
581,2021 Renault Kwid,"14,191 KM
1ST OWNER
PETROL
KA-02",CLIMBER 1.0 AMT (O)Automatic,"₹5,64,000
₹6,09,000","GT World Mall, Bengaluru"
582,2019 Maruti S PRESSO,"53,125 KM
1ST OWNER
PETROL
KA-51",VXI+Manual,"₹4,14,000
₹4,79,000","Bellahalli, Bengaluru"
583,2014 Maruti Celerio,"88,213 KM
2ND OWNER
PETROL
KA-50",VXI AMTAutomatic,"₹3,79,000
₹3,88,000","Hosur Road, Singasandra, Bengaluru"
584,2016 Tata Tiago,"64,492 KM
1ST OWNER
PETROL
KA-01",XZ PETROLManual,"₹4,84,000
₹5,22,000","Hosur Road, Singasandra, Bengaluru"
585,2020 Tata ALTROZ,"48,673 KM
1ST OWNER
DIESEL
KA-05",XZ DIESELManual,"₹8,77,000
₹8,86,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
586,2017 Maruti Baleno,"33,850 KM
2ND OWNER
PETROL
KA-03",ZETA PETROL 1.2Manual,"₹7,04,000
₹7,14,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
587,2016 Maruti Celerio,"36,607 KM
2ND OWNER
PETROL
KA-03",ZXI AMTAutomatic,"₹4,88,000
₹5,28,000","Bellahalli, Bengaluru"
588,2018 Hyundai Grand i10,"25,971 KM
1ST OWNER
PETROL
KA-03",SPORTZ 1.2 KAPPA VTVTManual,"₹5,99,000
₹6,23,000","Horamavu Agara Road, Bengaluru"
589,2013 Honda Brio,"38,197 KM
1ST OWNER
PETROL
KA-03",S MTManual,"₹4,02,000
₹4,18,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
590,2016 Maruti Celerio,"69,565 KM
1ST OWNER
PETROL
KA-04",ZXI AMTAutomatic,"₹4,67,500
₹5,02,000","Bellahalli, Bengaluru"
591,2020 Hyundai GRAND I10 NIOS,"9,414 KM
1ST OWNER
PETROL
KA-01",SPORTZ 1.2 KAPPA VTVTManual,"₹6,70,000
₹7,15,000","GT World Mall, Bengaluru"
592,2017 Hyundai Grand i10,"35,897 KM
2ND OWNER
PETROL
KA-01",SPORTZ AT 1.2 KAPPA VTVTAutomatic,"₹5,82,000
₹6,45,000","Horamavu Agara Road, Bengaluru"
593,2015 Maruti Swift,"50,888 KM
1ST OWNER
PETROL
KA-03",VXIManual,"₹5,93,000
₹6,23,000","GT World Mall, Bengaluru"
594,2015 Maruti Celerio,"39,613 KM
1ST OWNER
PETROL
KA-04",ZXIManual,"₹4,87,000","Horamavu Agara Road, Bengaluru"
595,2022 Hyundai NEW I20 N LINE,"19,902 KM
2ND OWNER
PETROL
KA-01",N8 1.0 TURBO GDI IMTManual,"₹11,77,000
₹12,28,000","Horamavu Agara Road, Bengaluru"
596,2015 Honda Brio,"73,916 KM
2ND OWNER
PETROL
KA-64",S MTManual,"₹3,62,000
₹4,08,000","Bellahalli, Bengaluru"
597,2019 Hyundai NEW SANTRO,"35,711 KM
1ST OWNER
PETROL
KA-04",SPORTZ MTManual,"₹5,41,000
₹5,75,000",Sonnappanahalli
598,2016 Maruti Celerio,"58,198 KM
2ND OWNER
PETROL
KA-51",ZXI AMTAutomatic,"₹4,88,000
₹5,19,000","Bellahalli, Bengaluru"
599,2018 Maruti Swift,"56,410 KM
1ST OWNER
PETROL
KA-50",VXI AMTAutomatic,"₹6,42,000
₹7,05,000","Horamavu Agara Road, Bengaluru"
